flex1,flex2,flex3,flex4,flex5,ax,ay,az,gx,gy,label
4095,4095,3714,3293,3870,4.61,-0.91,9.43,-0.47,-2.50,comer
3995,4095,3490,3269,3781,15.76,2.37,-5.31,-1.04,1.68,comer
4051,4095,3731,3174,3863,3.22,-2.89,9.78,1.52,2.08,comer
4085,4095,3702,3174,3861,3.70,-0.41,8.14,-0.40,-3.47,comer
4032,4095,3626,3260,4012,4.83,0.01,-3.45,-0.05,-4.37,comer
4095,4095,4081,4067,4049,7.45,7.19,-12.08,0.61,-3.66,comer
4095,4095,3910,4095,4095,5.95,8.05,-15.73,0.65,-1.07,comer

4095,4095,3343,4095,4095,1.16,0.61,-1.98,-1.06,2.03,comer
3571,4095,3036,2717,2736,7.02,5.04,-8.39,-1.44,3.43,comer
3205,4095,3254,2541,2539,6.32,-1.33,1.09,-1.60,4.20,comer
3095,4095,3334,2544,2383,7.31,-4.36,7.85,-0.29,1.10,comer
3113,4095,3024,2592,2419,10.28,4.99,-1.67,-0.15,0.46,comer
3526,4095,3018,2674,2787,6.39,-5.26,7.61,1.09,0.70,comer
3978,4095,3471,3027,3653,11.24,4.71,-3.42,-0.24,-3.46,comer
4095,4095,3791,3192,4095,8.52,-3.77,3.23,0.22,2.13,comer
4095,4095,3729,3327,4095,8.74,-2.69,3.38,-0.42,-2.01,comer
4095,4095,3856,3331,4095,7.45,-1.20,0.21,0.33,2.71,comer
4095,4095,3914,3323,4095,6.16,-5.20,8.88,-0.33,-2.08,comer
4067,4095,3742,3366,4009,4.45,-2.87,1.94,-0.78,-4.37,comer
4095,4095,3859,3635,4095,2.92,9.78,-12.28,3.20,-4.37,comer
4095,4095,3978,4095,4095,6.15,8.76,-14.14,1.77,-0.53,comer
4095,4095,4038,4095,4095,5.37,4.82,-9.21,0.43,-0.13,comer

3985,4095,3373,3152,3315,0.94,0.61,-0.33,-1.12,4.01,comer
3552,4095,2945,2921,2862,6.25,-3.70,6.97,-0.32,1.65,comer
3498,4095,2831,2858,2704,11.52,5.59,-3.58,0.29,-0.88,comer
3657,4095,2843,2981,2842,4.56,-6.35,5.73,0.93,2.58,comer
3807,4095,2995,3181,3245,10.10,-2.23,2.10,-1.23,-2.97,comer
3968,4095,3286,3329,3462,8.68,-1.44,-0.05,0.11,3.52,comer
4058,4095,3462,3421,3670,6.89,-4.80,6.16,-2.16,-2.32,comer
4038,4095,3440,3392,3794,13.65,-2.30,1.37,1.58,2.12,comer
4026,4095,3533,3293,3712,4.39,-1.01,9.57,1.01,0.52,comer
4032,4095,3523,3325,3772,3.41,-0.56,4.44,-0.93,-4.37,comer
4031,4095,3577,3321,3744,7.02,5.59,-7.15,3.01,-4.37,comer
4095,4095,3831,4095,3843,7.14,5.97,-10.60,0.48,-1.07,comer
4095,4095,3999,4095,4095,6.09,4.50,-10.02,-0.74,-0.86,comer
4095,4095,4095,4095,4095,4.98,3.94,-9.67,0.26,-0.44,comer
4095,4095,4095,4095,4095,4.63,2.83,-9.21,0.50,0.01,comer

4095,4095,4095,4095,4095,1.17,0.29,-1.31,0.18,0.63,comer
4095,4095,4095,4095,4095,6.65,1.67,-6.65,0.22,0.40,comer
